,Level,Syllable,SyllableFrequency,Pattern,PatternFrequency,SyllableProbability,PatternProbability,TotalSyllables
1_jar,1,jar,1,CVC,636,0.00028514399771884804,0.18135158254918735,3507
1_tar,1,tar,2,CVC,636,0.0005702879954376961,0.18135158254918735,3507
1_nia,1,nia,4,CVV,281,0.0011405759908753922,0.0801254633589963,3507
1_a,1,a,116,V,258,0.03307670373538637,0.07356715141146279,3507
1_cei,1,cei,1,CVV,281,0.00028514399771884804,0.0801254633589963,3507
1_vue,1,vue,2,CVV,281,0.0005702879954376961,0.0801254633589963,3507
1_uu,1,uu,3,VV,9,0.000855431993156544,0.0025662959794696323,3507
1_pies,1,pies,3,CVVC,87,0.000855431993156544,0.02480752780153978,3507
1_cuer,1,cuer,2,CVVC,87,0.0005702879954376961,0.02480752780153978,3507
1_par,1,par,2,CVC,636,0.0005702879954376961,0.18135158254918735,3507
1_bi,1,bi,1,CV,1703,0.00028514399771884804,0.48560022811519815,3507
1_ser,1,ser,4,CVC,636,0.0011405759908753922,0.18135158254918735,3507
1_hu,1,hu,4,CV,1703,0.0011405759908753922,0.48560022811519815,3507
1_dad,1,dad,2,CVC,636,0.0005702879954376961,0.18135158254918735,3507
1_gua,1,gua,12,CVV,281,0.003421727972626176,0.0801254633589963,3507
1_pi,1,pi,12,CV,1703,0.003421727972626176,0.48560022811519815,3507
1_haz,1,haz,2,CVC,636,0.0005702879954376961,0.18135158254918735,3507
1_sal,1,sal,5,CVC,636,0.00142571998859424,0.18135158254918735,3507
1_die,1,die,1,CVV,281,0.00028514399771884804,0.0801254633589963,3507
1_ua,1,ua,1,VV,9,0.00028514399771884804,0.0025662959794696323,3507
1_mis,1,mis,4,CVC,636,0.0011405759908753922,0.18135158254918735,3507
1_lec,1,lec,1,CVC,636,0.00028514399771884804,0.18135158254918735,3507
1_dre,1,dre,1,CCV,215,0.00028514399771884804,0.061305959509552324,3507
1_re,1,re,26,CV,1703,0.007413743940690049,0.48560022811519815,3507
1_can,1,can,13,CVC,636,0.0037068719703450244,0.18135158254918735,3507
1_bier,1,bier,3,CVVC,87,0.000855431993156544,0.02480752780153978,3507
1_tu,1,tu,19,CV,1703,0.005417735956658112,0.48560022811519815,3507
1_zan,1,zan,3,CVC,636,0.000855431993156544,0.18135158254918735,3507
1_pez,1,pez,1,CVC,636,0.00028514399771884804,0.18135158254918735,3507
1_dios,1,dios,1,CVVC,87,0.00028514399771884804,0.02480752780153978,3507
1_y,1,y,68,V,258,0.019389791844881665,0.07356715141146279,3507
1_seis,1,seis,2,CVVC,87,0.0005702879954376961,0.02480752780153978,3507
1_ras,1,ras,9,CVC,636,0.0025662959794696323,0.18135158254918735,3507
1_che,1,che,1,CCV,215,0.00028514399771884804,0.061305959509552324,3507
1_cri,1,cri,3,CCV,215,0.000855431993156544,0.061305959509552324,3507
1_e,1,e,13,V,258,0.0037068719703450244,0.07356715141146279,3507
1_car,1,car,10,CVC,636,0.00285143997718848,0.18135158254918735,3507
1_as,1,as,1,VC,230,0.00028514399771884804,0.06558311947533504,3507
1_ri,1,ri,15,CV,1703,0.00427715996578272,0.48560022811519815,3507
1_gran,1,gran,1,CCVC,45,0.00028514399771884804,0.01283147989734816,3507
1_rrio,1,rrio,1,CCVV,23,0.00028514399771884804,0.006558311947533505,3507
1_var,1,var,1,CVC,636,0.00028514399771884804,0.18135158254918735,3507
1_pes,1,pes,3,CVC,636,0.000855431993156544,0.18135158254918735,3507
1_hier,1,hier,1,CVVC,87,0.00028514399771884804,0.02480752780153978,3507
1_bo,1,bo,7,CV,1703,0.001996007984031936,0.48560022811519815,3507
1_cu,1,cu,5,CV,1703,0.00142571998859424,0.48560022811519815,3507
1_jue,1,jue,4,CVV,281,0.0011405759908753922,0.0801254633589963,3507
1_lla,1,lla,7,CCV,215,0.001996007984031936,0.061305959509552324,3507
1_ces,1,ces,7,CVC,636,0.001996007984031936,0.18135158254918735,3507
1_nen,1,nen,2,CVC,636,0.0005702879954376961,0.18135158254918735,3507
1_go,1,go,22,CV,1703,0.006273167949814656,0.48560022811519815,3507
1_dul,1,dul,1,CVC,636,0.00028514399771884804,0.18135158254918735,3507
1_fru,1,fru,1,CCV,215,0.00028514399771884804,0.061305959509552324,3507
1_rron,1,rron,1,CCVC,45,0.00028514399771884804,0.01283147989734816,3507
1_diez,1,diez,2,CVVC,87,0.0005702879954376961,0.02480752780153978,3507
1_gra,1,gra,1,CCV,215,0.00028514399771884804,0.061305959509552324,3507
1_lor,1,lor,1,CVC,636,0.00028514399771884804,0.18135158254918735,3507
1_sien,1,sien,4,CVVC,87,0.0011405759908753922,0.02480752780153978,3507
1_bre,1,bre,4,CCV,215,0.0011405759908753922,0.061305959509552324,3507
1_guas,1,guas,1,CVVC,87,0.00028514399771884804,0.02480752780153978,3507
1_don,1,don,4,CVC,636,0.0011405759908753922,0.18135158254918735,3507
1_cuen,1,cuen,13,CVVC,87,0.0037068719703450244,0.02480752780153978,3507
1_os,1,os,4,VC,230,0.0011405759908753922,0.06558311947533504,3507
1_sin,1,sin,4,CVC,636,0.0011405759908753922,0.18135158254918735,3507
1_nu,1,nu,2,CV,1703,0.0005702879954376961,0.48560022811519815,3507
1_pues,1,pues,1,CVVC,87,0.00028514399771884804,0.02480752780153978,3507
1_oo,1,oo,1,VV,9,0.00028514399771884804,0.0025662959794696323,3507
1_len,1,len,4,CVC,636,0.0011405759908753922,0.18135158254918735,3507
1_le,1,le,54,CV,1703,0.015397775876817793,0.48560022811519815,3507
1_tas,1,tas,22,CVC,636,0.006273167949814656,0.18135158254918735,3507
1_sen,1,sen,2,CVC,636,0.0005702879954376961,0.18135158254918735,3507
1_ga,1,ga,29,CV,1703,0.008269175933846592,0.48560022811519815,3507
1_puer,1,puer,2,CVVC,87,0.0005702879954376961,0.02480752780153978,3507
1_nas,1,nas,4,CVC,636,0.0011405759908753922,0.18135158254918735,3507
1_drid,1,drid,1,CCVC,45,0.00028514399771884804,0.01283147989734816,3507
1_cla,1,cla,3,CCV,215,0.000855431993156544,0.061305959509552324,3507
1_llos,1,llos,2,CCVC,45,0.0005702879954376961,0.01283147989734816,3507
1_vien,1,vien,2,CVVC,87,0.0005702879954376961,0.02480752780153978,3507
1_sar,1,sar,1,CVC,636,0.00028514399771884804,0.18135158254918735,3507
1_zos,1,zos,1,CVC,636,0.00028514399771884804,0.18135158254918735,3507
1_zo,1,zo,1,CV,1703,0.00028514399771884804,0.48560022811519815,3507
1_ja,1,ja,18,CV,1703,0.0051325919589392645,0.48560022811519815,3507
1_lia,1,lia,1,CVV,281,0.00028514399771884804,0.0801254633589963,3507
1_pier,1,pier,1,CVVC,87,0.00028514399771884804,0.02480752780153978,3507
1_hue,1,hue,2,CVV,281,0.0005702879954376961,0.0801254633589963,3507
1_due,1,due,2,CVV,281,0.0005702879954376961,0.0801254633589963,3507
1_chis,1,chis,1,CCVC,45,0.00028514399771884804,0.01283147989734816,3507
1_bra,1,bra,2,CCV,215,0.0005702879954376961,0.061305959509552324,3507
1_en,1,en,49,VC,230,0.013972055888223553,0.06558311947533504,3507
1_til,1,til,1,CVC,636,0.00028514399771884804,0.18135158254918735,3507
1_nian,1,nian,1,CVVC,87,0.00028514399771884804,0.02480752780153978,3507
1_pen,1,pen,2,CVC,636,0.0005702879954376961,0.18135158254918735,3507
1_pra,1,pra,2,CCV,215,0.0005702879954376961,0.061305959509552324,3507
1_yu,1,yu,1,CV,1703,0.00028514399771884804,0.48560022811519815,3507
1_cier,1,cier,1,CVVC,87,0.00028514399771884804,0.02480752780153978,3507
1_la,1,la,124,CV,1703,0.035357855717137156,0.48560022811519815,3507
1_vo,1,vo,9,CV,1703,0.0025662959794696323,0.48560022811519815,3507
1_vez,1,vez,1,CVC,636,0.00028514399771884804,0.18135158254918735,3507
1_dia,1,dia,3,CVV,281,0.000855431993156544,0.0801254633589963,3507
1_dos,1,dos,18,CVC,636,0.0051325919589392645,0.18135158254918735,3507
1_ni,1,ni,20,CV,1703,0.00570287995437696,0.48560022811519815,3507
1_el,1,el,55,VC,230,0.01568291987453664,0.06558311947533504,3507
1_miau,1,miau,2,CVVV,2,0.0005702879954376961,0.0005702879954376961,3507
1_mon,1,mon,2,CVC,636,0.0005702879954376961,0.18135158254918735,3507
1_cui,1,cui,3,CVV,281,0.000855431993156544,0.0801254633589963,3507
1_ex,1,ex,2,VC,230,0.0005702879954376961,0.06558311947533504,3507
1_rei,1,rei,1,CVV,281,0.00028514399771884804,0.0801254633589963,3507
1_tal,1,tal,1,CVC,636,0.00028514399771884804,0.18135158254918735,3507
1_cir,1,cir,2,CVC,636,0.0005702879954376961,0.18135158254918735,3507
1_blar,1,blar,2,CCVC,45,0.0005702879954376961,0.01283147989734816,3507
1_rio,1,rio,3,CVV,281,0.000855431993156544,0.0801254633589963,3507
1_cio,1,cio,2,CVV,281,0.0005702879954376961,0.0801254633589963,3507
1_su,1,su,12,CV,1703,0.003421727972626176,0.48560022811519815,3507
1_frio,1,frio,3,CCVV,23,0.000855431993156544,0.006558311947533505,3507
1_voy,1,voy,3,CVV,281,0.000855431993156544,0.0801254633589963,3507
1_fun,1,fun,1,CVC,636,0.00028514399771884804,0.18135158254918735,3507
1_fies,1,fies,1,CVVC,87,0.00028514399771884804,0.02480752780153978,3507
1_brir,1,brir,1,CCVC,45,0.00028514399771884804,0.01283147989734816,3507
1_ban,1,ban,3,CVC,636,0.000855431993156544,0.18135158254918735,3507
1_mio,1,mio,3,CVV,281,0.000855431993156544,0.0801254633589963,3507
1_prin,1,prin,1,CCVC,45,0.00028514399771884804,0.01283147989734816,3507
1_cul,1,cul,1,CVC,636,0.00028514399771884804,0.18135158254918735,3507
1_dras,1,dras,3,CCVC,45,0.000855431993156544,0.01283147989734816,3507
1_com,1,com,3,CVC,636,0.000855431993156544,0.18135158254918735,3507
1_maiz,1,maiz,1,CVVC,87,0.00028514399771884804,0.02480752780153978,3507
1_gen,1,gen,8,CVC,636,0.0022811519817507843,0.18135158254918735,3507
1_pin,1,pin,1,CVC,636,0.00028514399771884804,0.18135158254918735,3507
1_ve,1,ve,27,CV,1703,0.007698887938408896,0.48560022811519815,3507
1_mal,1,mal,1,CVC,636,0.00028514399771884804,0.18135158254918735,3507
1_co,1,co,52,CV,1703,0.014827487881380098,0.48560022811519815,3507
1_sus,1,sus,4,CVC,636,0.0011405759908753922,0.18135158254918735,3507
1_bor,1,bor,4,CVC,636,0.0011405759908753922,0.18135158254918735,3507
1_los,1,los,23,CVC,636,0.006558311947533505,0.18135158254918735,3507
1_si,1,si,25,CV,1703,0.0071285999429712005,0.48560022811519815,3507
1_cer,1,cer,3,CVC,636,0.000855431993156544,0.18135158254918735,3507
1_aau,1,aau,1,VVV,1,0.00028514399771884804,0.00028514399771884804,3507
1_toy,1,toy,1,CVV,281,0.00028514399771884804,0.0801254633589963,3507
1_mar,1,mar,9,CVC,636,0.0025662959794696323,0.18135158254918735,3507
1_vis,1,vis,5,CVC,636,0.00142571998859424,0.18135158254918735,3507
1_san,1,san,1,CVC,636,0.00028514399771884804,0.18135158254918735,3507
1_rue,1,rue,5,CVV,281,0.00142571998859424,0.0801254633589963,3507
1_gue,1,gue,11,CVV,281,0.003136583974907328,0.0801254633589963,3507
1_has,1,has,7,CVC,636,0.001996007984031936,0.18135158254918735,3507
1_lin,1,lin,4,CVC,636,0.0011405759908753922,0.18135158254918735,3507
1_cuan,1,cuan,13,CVVC,87,0.0037068719703450244,0.02480752780153978,3507
1_dres,1,dres,1,CCVC,45,0.00028514399771884804,0.01283147989734816,3507
1_do,1,do,57,CV,1703,0.016253207869974338,0.48560022811519815,3507
1_dri,1,dri,1,CCV,215,0.00028514399771884804,0.061305959509552324,3507
1_lue,1,lue,3,CVV,281,0.000855431993156544,0.0801254633589963,3507
1_chu,1,chu,2,CCV,215,0.0005702879954376961,0.061305959509552324,3507
1_der,1,der,2,CVC,636,0.0005702879954376961,0.18135158254918735,3507
1_cue,1,cue,11,CVV,281,0.003136583974907328,0.0801254633589963,3507
1_bro,1,bro,2,CCV,215,0.0005702879954376961,0.061305959509552324,3507
1_vas,1,vas,6,CVC,636,0.001710863986313088,0.18135158254918735,3507
1_pro,1,pro,1,CCV,215,0.00028514399771884804,0.061305959509552324,3507
1_das,1,das,3,CVC,636,0.000855431993156544,0.18135158254918735,3507
1_tie,1,tie,9,CVV,281,0.0025662959794696323,0.0801254633589963,3507
1_tro,1,tro,6,CCV,215,0.001710863986313088,0.061305959509552324,3507
1_llu,1,llu,1,CCV,215,0.00028514399771884804,0.061305959509552324,3507
1_duer,1,duer,2,CVVC,87,0.0005702879954376961,0.02480752780153978,3507
1_h,1,h,2,C,10,0.0005702879954376961,0.00285143997718848,3507
1_dar,1,dar,4,CVC,636,0.0011405759908753922,0.18135158254918735,3507
1_llas,1,llas,5,CCVC,45,0.00142571998859424,0.01283147989734816,3507
1_cos,1,cos,3,CVC,636,0.000855431993156544,0.18135158254918735,3507
1_guar,1,guar,1,CVVC,87,0.00028514399771884804,0.02480752780153978,3507
1_dan,1,dan,7,CVC,636,0.001996007984031936,0.18135158254918735,3507
1_lar,1,lar,2,CVC,636,0.0005702879954376961,0.18135158254918735,3507
1_ner,1,ner,2,CVC,636,0.0005702879954376961,0.18135158254918735,3507
1_cho,1,cho,25,CCV,215,0.0071285999429712005,0.061305959509552324,3507
1_ves,1,ves,9,CVC,636,0.0025662959794696323,0.18135158254918735,3507
1_riz,1,riz,1,CVC,636,0.00028514399771884804,0.18135158254918735,3507
1_pri,1,pri,10,CCV,215,0.00285143997718848,0.061305959509552324,3507
1_vie,1,vie,4,CVV,281,0.0011405759908753922,0.0801254633589963,3507
1_i,1,i,5,V,258,0.00142571998859424,0.07356715141146279,3507
1_za,1,za,1,CV,1703,0.00028514399771884804,0.48560022811519815,3507
1_bar,1,bar,4,CVC,636,0.0011405759908753922,0.18135158254918735,3507
1_lle,1,lle,17,CCV,215,0.004847447961220416,0.061305959509552324,3507
1_plan,1,plan,1,CCVC,45,0.00028514399771884804,0.01283147989734816,3507
1_pron,1,pron,1,CCVC,45,0.00028514399771884804,0.01283147989734816,3507
1_van,1,van,6,CVC,636,0.001710863986313088,0.18135158254918735,3507
1_ha,1,ha,15,CV,1703,0.00427715996578272,0.48560022811519815,3507
1_tre,1,tre,3,CCV,215,0.000855431993156544,0.061305959509552324,3507
1_rrer,1,rrer,1,CCVC,45,0.00028514399771884804,0.01283147989734816,3507
1_cas,1,cas,10,CVC,636,0.00285143997718848,0.18135158254918735,3507
1_bri,1,bri,2,CCV,215,0.0005702879954376961,0.061305959509552324,3507
1_an,1,an,2,VC,230,0.0005702879954376961,0.06558311947533504,3507
1_pre,1,pre,7,CCV,215,0.001996007984031936,0.061305959509552324,3507
1_bus,1,bus,4,CVC,636,0.0011405759908753922,0.18135158254918735,3507
1_llan,1,llan,2,CCVC,45,0.0005702879954376961,0.01283147989734816,3507
1_sue,1,sue,1,CVV,281,0.00028514399771884804,0.0801254633589963,3507
1_rir,1,rir,2,CVC,636,0.0005702879954376961,0.18135158254918735,3507
1_me,1,me,36,CV,1703,0.010265183917878529,0.48560022811519815,3507
1_dor,1,dor,2,CVC,636,0.0005702879954376961,0.18135158254918735,3507
1_tes,1,tes,9,CVC,636,0.0025662959794696323,0.18135158254918735,3507
1_ver,1,ver,4,CVC,636,0.0011405759908753922,0.18135158254918735,3507
1_l,1,l,2,C,10,0.0005702879954376961,0.00285143997718848,3507
1_m,1,m,2,C,10,0.0005702879954376961,0.00285143997718848,3507
1_blo,1,blo,3,CCV,215,0.000855431993156544,0.061305959509552324,3507
1_ah,1,ah,1,VC,230,0.00028514399771884804,0.06558311947533504,3507
1_son,1,son,2,CVC,636,0.0005702879954376961,0.18135158254918735,3507
1_cien,1,cien,4,CVVC,87,0.0011405759908753922,0.02480752780153978,3507
1_gun,1,gun,5,CVC,636,0.00142571998859424,0.18135158254918735,3507
1_ris,1,ris,2,CVC,636,0.0005702879954376961,0.18135158254918735,3507
1_mue,1,mue,7,CVV,281,0.001996007984031936,0.0801254633589963,3507
1_pas,1,pas,4,CVC,636,0.0011405759908753922,0.18135158254918735,3507
1_sie,1,sie,2,CVV,281,0.0005702879954376961,0.0801254633589963,3507
1_ne,1,ne,18,CV,1703,0.0051325919589392645,0.48560022811519815,3507
1_dio,1,dio,9,CVV,281,0.0025662959794696323,0.0801254633589963,3507
1_po,1,po,17,CV,1703,0.004847447961220416,0.48560022811519815,3507
1_oi,1,oi,2,VV,9,0.0005702879954376961,0.0025662959794696323,3507
1_tam,1,tam,1,CVC,636,0.00028514399771884804,0.18135158254918735,3507
1_chin,1,chin,2,CCVC,45,0.0005702879954376961,0.01283147989734816,3507
1_rre,1,rre,3,CCV,215,0.000855431993156544,0.061305959509552324,3507
1_tus,1,tus,2,CVC,636,0.0005702879954376961,0.18135158254918735,3507
1_flo,1,flo,1,CCV,215,0.00028514399771884804,0.061305959509552324,3507
1_he,1,he,8,CV,1703,0.0022811519817507843,0.48560022811519815,3507
1_fa,1,fa,3,CV,1703,0.000855431993156544,0.48560022811519815,3507
1_vio,1,vio,1,CVV,281,0.00028514399771884804,0.0801254633589963,3507
1_cha,1,cha,5,CCV,215,0.00142571998859424,0.061305959509552324,3507
1_cion,1,cion,2,CVVC,87,0.0005702879954376961,0.02480752780153978,3507
1_tros,1,tros,1,CCVC,45,0.00028514399771884804,0.01283147989734816,3507
1_sa,1,sa,21,CV,1703,0.005988023952095809,0.48560022811519815,3507
1_ci,1,ci,12,CV,1703,0.003421727972626176,0.48560022811519815,3507
1_pei,1,pei,1,CVV,281,0.00028514399771884804,0.0801254633589963,3507
1_muer,1,muer,1,CVVC,87,0.00028514399771884804,0.02480752780153978,3507
1_man,1,man,2,CVC,636,0.0005702879954376961,0.18135158254918735,3507
1_vuel,1,vuel,1,CVVC,87,0.00028514399771884804,0.02480752780153978,3507
1_k,1,k,2,C,10,0.0005702879954376961,0.00285143997718848,3507
1_ria,1,ria,2,CVV,281,0.0005702879954376961,0.0801254633589963,3507
1_gan,1,gan,4,CVC,636,0.0011405759908753922,0.18135158254918735,3507
1_nue,1,nue,2,CVV,281,0.0005702879954376961,0.0801254633589963,3507
1_siem,1,siem,6,CVVC,87,0.001710863986313088,0.02480752780153978,3507
1_pul,1,pul,1,CVC,636,0.00028514399771884804,0.18135158254918735,3507
1_ren,1,ren,2,CVC,636,0.0005702879954376961,0.18135158254918735,3507
1_fla,1,fla,3,CCV,215,0.000855431993156544,0.061305959509552324,3507
1_tor,1,tor,2,CVC,636,0.0005702879954376961,0.18135158254918735,3507
1_pla,1,pla,2,CCV,215,0.0005702879954376961,0.061305959509552324,3507
1_ger,1,ger,1,CVC,636,0.00028514399771884804,0.18135158254918735,3507
1_fan,1,fan,1,CVC,636,0.00028514399771884804,0.18135158254918735,3507
1_nec,1,nec,1,CVC,636,0.00028514399771884804,0.18135158254918735,3507
1_jau,1,jau,1,CVV,281,0.00028514399771884804,0.0801254633589963,3507
1_yen,1,yen,2,CVC,636,0.0005702879954376961,0.18135158254918735,3507
1_rum,1,rum,1,CVC,636,0.00028514399771884804,0.18135158254918735,3507
1_va,1,va,35,CV,1703,0.00998003992015968,0.48560022811519815,3507
1_or,1,or,1,VC,230,0.00028514399771884804,0.06558311947533504,3507
1_rios,1,rios,1,CVVC,87,0.00028514399771884804,0.02480752780153978,3507
1_biz,1,biz,1,CVC,636,0.00028514399771884804,0.18135158254918735,3507
1_zul,1,zul,1,CVC,636,0.00028514399771884804,0.18135158254918735,3507
1_hi,1,hi,5,CV,1703,0.00142571998859424,0.48560022811519815,3507
1_ra,1,ra,49,CV,1703,0.013972055888223553,0.48560022811519815,3507
1_bue,1,bue,3,CVV,281,0.000855431993156544,0.0801254633589963,3507
